Date,Stock,Gain,Total
2020-12-31,,,3000
2021-01-01,BA,0.0,3000.0
2021-01-02,,,3000.0
2021-01-03,,,3000.0
2021-01-04,,,3000.0
2021-01-05,BA,124.73999999999997,3124.74
2021-01-06,,,3124.74
2021-01-07,MSFT,84.55999999999989,3209.2999999999997
2021-01-08,,,3209.2999999999997
2021-01-09,JNJ,-13.39999999999975,3195.9
2021-01-10,,,3195.9
2021-01-11,,,3195.9
2021-01-12,,,3195.9
2021-01-13,,,3195.9
2021-01-14,INTC,128.79999999999984,3324.7
2021-01-15,,,3324.7
2021-01-16,CRM,0.0,3324.7
2021-01-17,,,3324.7
2021-01-18,,,3324.7
2021-01-19,,,3324.7
2021-01-20,PG,-40.0799999999997,3284.62
2021-01-21,,,3284.62
2021-01-22,HON,-47.67999999999984,3236.94
2021-01-23,,,3236.94
2021-01-24,V,-16.640000000000327,3220.2999999999997
2021-01-25,,,3220.2999999999997
2021-01-26,,,3220.2999999999997
2021-01-27,HON,-26.88000000000011,3193.4199999999996
2021-01-28,,,3193.4199999999996
2021-01-29,V,-79.51999999999998,3113.8999999999996
2021-01-30,,,3113.8999999999996
2021-01-31,V,81.76000000000022,3195.66
2021-02-01,,,3195.66
2021-02-02,,,3195.66
2021-02-03,PG,9.11999999999989,3204.7799999999997
2021-02-04,,,3204.7799999999997
2021-02-05,,,3204.7799999999997
2021-02-06,,,3204.7799999999997
2021-02-07,,,3204.7799999999997
2021-02-08,,,3204.7799999999997
2021-02-09,,,3204.7799999999997
2021-02-10,HD,21.12000000000017,3225.9
2021-02-11,,,3225.9
2021-02-12,PG,-17.7500000000002,3208.15
2021-02-13,,,3208.15
2021-02-14,VZ,-2.9500000000002515,3205.2
2021-02-15,,,3205.2
2021-02-16,,,3205.2
2021-02-17,,,3205.2
2021-02-18,AXP,177.35999999999967,3382.5599999999995
2021-02-19,,,3382.5599999999995
2021-02-20,,,3382.5599999999995
2021-02-21,,,3382.5599999999995
2021-02-22,,,3382.5599999999995
2021-02-23,,,3382.5599999999995
2021-02-24,JNJ,45.15000000000012,3427.7099999999996
2021-02-25,,,3427.7099999999996
2021-02-26,HD,40.16999999999968,3467.879999999999
2021-02-27,,,3467.879999999999
2021-02-28,AAPL,182.84000000000003,3650.7199999999993
2021-03-01,,,3650.7199999999993
2021-03-02,,,3650.7199999999993
2021-03-03,CRM,-25.669999999999845,3625.0499999999993
2021-03-04,,,3625.0499999999993
2021-03-05,,,3625.0499999999993
2021-03-06,,,3625.0499999999993
2021-03-07,,,3625.0499999999993
2021-03-08,,,3625.0499999999993
2021-03-09,,,3625.0499999999993
2021-03-10,,,3625.0499999999993
2021-03-11,,,3625.0499999999993
2021-03-12,VZ,7.800000000000296,3632.8499999999995
2021-03-13,,,3632.8499999999995
2021-03-14,,,3632.8499999999995
2021-03-15,,,3632.8499999999995
2021-03-16,WMT,-31.050000000000157,3601.7999999999993
2021-03-17,,,3601.7999999999993
2021-03-18,,,3601.7999999999993
2021-03-19,WMT,46.71000000000049,3648.5099999999998
2021-03-20,,,3648.5099999999998
2021-03-21,V,112.70999999999992,3761.22
2021-03-22,,,3761.22
2021-03-23,,,3761.22
2021-03-24,,,3761.22
2021-03-25,,,3761.22
2021-03-26,,,3761.22
2021-03-27,,,3761.22
2021-03-28,GS,-18.25999999999965,3742.96
2021-03-29,,,3742.96
2021-03-30,,,3742.96
2021-03-31,MRK,6.240000000000464,3749.2000000000007
2021-04-01,,,3749.2000000000007
2021-04-02,,,3749.2000000000007
2021-04-03,,,3749.2000000000007
2021-04-04,KO,21.300000000000303,3770.500000000001
2021-04-05,,,3770.500000000001
2021-04-06,,,3770.500000000001
2021-04-07,CVX,-23.75999999999988,3746.740000000001
2021-04-08,,,3746.740000000001
2021-04-09,,,3746.740000000001
2021-04-10,,,3746.740000000001
2021-04-11,,,3746.740000000001
2021-04-12,WBA,35.880000000000216,3782.6200000000013
2021-04-13,,,3782.6200000000013
2021-04-14,NKE,-35.84000000000003,3746.780000000001
2021-04-15,,,3746.780000000001
2021-04-16,JNJ,42.55000000000052,3789.3300000000017
2021-04-17,,,3789.3300000000017
2021-04-18,WBA,-19.879999999999576,3769.450000000002
2021-04-19,,,3769.450000000002
2021-04-20,,,3769.450000000002
2021-04-21,,,3769.450000000002
2021-04-22,,,3769.450000000002
2021-04-23,,,3769.450000000002
2021-04-24,,,3769.450000000002
2021-04-25,,,3769.450000000002
2021-04-26,PG,-75.04000000000019,3694.4100000000017
2021-04-27,,,3694.4100000000017
2021-04-28,CSCO,-18.45999999999986,3675.9500000000016
2021-04-29,,,3675.9500000000016
2021-04-30,AAPL,-54.53999999999951,3621.410000000002
2021-05-01,,,3621.410000000002
2021-05-02,CVX,106.40000000000022,3727.810000000002
2021-05-03,,,3727.810000000002
2021-05-04,,,3727.810000000002
2021-05-05,,,3727.810000000002
2021-05-06,CRM,45.0500000000001,3772.8600000000024
2021-05-07,,,3772.8600000000024
2021-05-08,CRM,-44.37000000000023,3728.490000000002
2021-05-09,,,3728.490000000002
2021-05-10,,,3728.490000000002
2021-05-11,,,3728.490000000002
2021-05-12,TRV,-67.61999999999995,3660.870000000002
2021-05-13,,,3660.870000000002
2021-05-14,CRM,161.15999999999983,3822.030000000002
2021-05-15,,,3822.030000000002
2021-05-16,,,3822.030000000002
2021-05-17,,,3822.030000000002
2021-05-18,,,3822.030000000002
2021-05-19,,,3822.030000000002
2021-05-20,,,3822.030000000002
2021-05-21,VZ,8.039999999999829,3830.070000000002
2021-05-22,,,3830.070000000002
2021-05-23,,,3830.070000000002
2021-05-24,,,3830.070000000002
2021-05-25,HD,22.9200000000003,3852.9900000000025
2021-05-26,,,3852.9900000000025
2021-05-27,AMGN,-51.84000000000015,3801.1500000000024
2021-05-28,,,3801.1500000000024
2021-05-29,HD,-86.90000000000038,3714.250000000002
2021-05-30,,,3714.250000000002
2021-05-31,,,3714.250000000002
2021-06-01,,,3714.250000000002
2021-06-02,,,3714.250000000002
2021-06-03,,,3714.250000000002
2021-06-04,,,3714.250000000002
2021-06-05,,,3714.250000000002
2021-06-06,JNJ,-24.8599999999999,3689.390000000002
2021-06-07,,,3689.390000000002
