Date,Stock,Gain,Total
2020-12-31,,,3000
2021-01-01,,,3000
2021-01-02,,,3000
2021-01-03,,,3000
2021-01-04,,,3000
2021-01-05,BA,124.73999999999997,3124.74
2021-01-06,,,3124.74
2021-01-07,MSFT,103.18000000000006,3227.92
2021-01-08,,,3227.92
2021-01-09,,,3227.92
2021-01-10,,,3227.92
2021-01-11,,,3227.92
2021-01-12,MMM,95.3800000000002,3323.3
2021-01-13,,,3323.3
2021-01-14,,,3323.3
2021-01-15,,,3323.3
2021-01-16,,,3323.3
2021-01-17,,,3323.3
2021-01-18,,,3323.3
2021-01-19,,,3323.3
2021-01-20,,,3323.3
2021-01-21,,,3323.3
2021-01-22,HON,-157.75999999999976,3165.5400000000004
2021-01-23,,,3165.5400000000004
2021-01-24,,,3165.5400000000004
2021-01-25,,,3165.5400000000004
2021-01-26,,,3165.5400000000004
2021-01-27,,,3165.5400000000004
2021-01-28,,,3165.5400000000004
2021-01-29,,,3165.5400000000004
2021-01-30,,,3165.5400000000004
2021-01-31,V,149.76000000000022,3315.3000000000006
2021-02-01,,,3315.3000000000006
2021-02-02,,,3315.3000000000006
2021-02-03,,,3315.3000000000006
2021-02-04,MRK,-102.05999999999968,3213.240000000001
2021-02-05,,,3213.240000000001
2021-02-06,,,3213.240000000001
2021-02-07,,,3213.240000000001
2021-02-08,,,3213.240000000001
2021-02-09,,,3213.240000000001
2021-02-10,,,3213.240000000001
2021-02-11,,,3213.240000000001
2021-02-12,PG,-30.2500000000002,3182.990000000001
2021-02-13,,,3182.990000000001
2021-02-14,,,3182.990000000001
2021-02-15,,,3182.990000000001
2021-02-16,,,3182.990000000001
2021-02-17,,,3182.990000000001
2021-02-18,,,3182.990000000001
2021-02-19,,,3182.990000000001
2021-02-20,,,3182.990000000001
2021-02-21,,,3182.990000000001
2021-02-22,,,3182.990000000001
2021-02-23,AAPL,-125.25000000000011,3057.740000000001
2021-02-24,,,3057.740000000001
2021-02-25,,,3057.740000000001
2021-02-26,,,3057.740000000001
2021-02-27,AAPL,163.25000000000003,3220.990000000001
2021-02-28,,,3220.990000000001
2021-03-01,,,3220.990000000001
2021-03-02,,,3220.990000000001
2021-03-03,CRM,-112.04999999999998,3108.940000000001
2021-03-04,,,3108.940000000001
2021-03-05,AMGN,99.12000000000018,3208.0600000000013
2021-03-06,,,3208.0600000000013
2021-03-07,,,3208.0600000000013
2021-03-08,,,3208.0600000000013
2021-03-09,,,3208.0600000000013
2021-03-10,,,3208.0600000000013
2021-03-11,INTC,129.03000000000006,3337.0900000000015
2021-03-12,,,3337.0900000000015
2021-03-13,,,3337.0900000000015
2021-03-14,,,3337.0900000000015
2021-03-15,,,3337.0900000000015
2021-03-16,,,3337.0900000000015
2021-03-17,,,3337.0900000000015
2021-03-18,PG,104.50000000000016,3441.5900000000015
2021-03-19,,,3441.5900000000015
2021-03-20,,,3441.5900000000015
2021-03-21,,,3441.5900000000015
2021-03-22,,,3441.5900000000015
2021-03-23,,,3441.5900000000015
2021-03-24,,,3441.5900000000015
2021-03-25,GS,-10.099999999999907,3431.4900000000016
2021-03-26,,,3431.4900000000016
2021-03-27,,,3431.4900000000016
2021-03-28,,,3431.4900000000016
2021-03-29,,,3431.4900000000016
2021-03-30,,,3431.4900000000016
2021-03-31,,,3431.4900000000016
2021-04-01,,,3431.4900000000016
2021-04-02,,,3431.4900000000016
2021-04-03,,,3431.4900000000016
2021-04-04,,,3431.4900000000016
